,Timestamp,y,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1
0,2022-12-14 00:00:00,6.450914999999999,6.305967222222223,5.355894722222223,4.122725905292479,3.5467375,3.2406116666666667,3.535148746518106,4.282596666666667,6.261270277777777,7.50579860724234,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666
1,2022-12-14 01:00:00,5.5629425,5.355894722222223,4.122725905292479,3.5467375,3.2406116666666667,3.535148746518106,4.282596666666667,6.261270277777777,7.50579860724234,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666,6.450914999999999
2,2022-12-14 02:00:00,4.318921666666667,4.122725905292479,3.5467375,3.2406116666666667,3.535148746518106,4.282596666666667,6.261270277777777,7.50579860724234,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666,6.450914999999999,5.5629425
3,2022-12-14 03:00:00,3.608008333333333,3.5467375,3.2406116666666667,3.535148746518106,4.282596666666667,6.261270277777777,7.50579860724234,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666,6.450914999999999,5.5629425,4.318921666666667
4,2022-12-14 04:00:00,3.308875,3.2406116666666667,3.535148746518106,4.282596666666667,6.261270277777777,7.50579860724234,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666,6.450914999999999,5.5629425,4.318921666666667,3.608008333333333
5,2022-12-14 05:00:00,3.4511133333333333,3.535148746518106,4.282596666666667,6.261270277777777,7.50579860724234,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666,6.450914999999999,5.5629425,4.318921666666667,3.608008333333333,3.308875
6,2022-12-14 06:00:00,4.1473168067226895,4.282596666666667,6.261270277777777,7.50579860724234,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666,6.450914999999999,5.5629425,4.318921666666667,3.608008333333333,3.308875,3.4511133333333333
7,2022-12-14 07:00:00,6.063824166666667,6.261270277777777,7.50579860724234,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666,6.450914999999999,5.5629425,4.318921666666667,3.608008333333333,3.308875,3.4511133333333333,4.1473168067226895
8,2022-12-14 08:00:00,7.344619166666666,7.50579860724234,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666,6.450914999999999,5.5629425,4.318921666666667,3.608008333333333,3.308875,3.4511133333333333,4.1473168067226895,6.063824166666667
9,2022-12-14 09:00:00,7.922502499999999,8.460795833333334,7.6982541666666675,7.502365277777779,7.554153481894151,7.241766666666667,7.0660075,6.8164409470752085,6.4269300000000005,6.985434166666667,7.028296100278552,7.387671111111111,7.693668055555555,7.566278333333334,7.162112534818943,6.071550420168068,6.305891596638656,5.31766,4.217723333333334,3.690445,3.2873883333333334,3.481781666666667,4.177009166666667,5.994574166666666,7.173259166666667,7.590055,7.378030833333333,7.34883,7.154284166666667,7.003860833333333,7.105755833333333,6.819509999999999,6.524511666666667,6.725518333333333,6.938316666666666,7.3338025,7.674725833333333,7.735542499999999,7.1631116666666665,6.318426666666666,6.450914999999999,5.5629425,4.318921666666667,3.608008333333333,3.308875,3.4511133333333333,4.1473168067226895,6.063824166666667,7.344619166666666
