DT,Measurement
2022-12-26 05:00:00,3.0989041666666663
2022-12-26 06:00:00,2.6925733333333333
2022-12-26 07:00:00,3.0165341666666667
2022-12-26 08:00:00,3.8602608333333333
2022-12-26 09:00:00,5.520975833333334
2022-12-26 10:00:00,7.102573333333334
2022-12-26 11:00:00,7.949554166666667
2022-12-26 12:00:00,8.118919166666666
2022-12-26 13:00:00,7.9419699999999995
2022-12-26 14:00:00,7.51867
2022-12-26 15:00:00,7.185779999999999
2022-12-26 16:00:00,6.760810833333333
2022-12-26 17:00:00,6.515911764705883
2022-12-26 18:00:00,6.524579166666666
2022-12-26 19:00:00,6.610245000000001
2022-12-26 20:00:00,6.525462500000001
2022-12-26 21:00:00,6.56743
2022-12-26 22:00:00,6.073083333333333
2022-12-26 23:00:00,5.580729166666667
2022-12-27 00:00:00,5.672644166666667
2022-12-27 01:00:00,4.8558
2022-12-27 02:00:00,4.2383025
2022-12-27 03:00:00,3.5693816666666667
2022-12-27 04:00:00,3.2574375
2022-12-27 05:00:00,3.499779166666667
2022-12-27 06:00:00,3.2188033333333332
2022-12-27 07:00:00,4.628728333333333
2022-12-27 08:00:00,4.839520833333333
2022-12-27 09:00:00,6.251234999999999
2022-12-27 10:00:00,7.318851666666666
2022-12-27 11:00:00,7.636301666666666
2022-12-27 12:00:00,7.660467499999999
2022-12-27 13:00:00,7.658014166666666
2022-12-27 14:00:00,7.453874166666666
2022-12-27 15:00:00,7.034676666666667
2022-12-27 16:00:00,6.651025000000001
2022-12-27 17:00:00,6.65271
2022-12-27 18:00:00,6.7508625
2022-12-27 19:00:00,6.732705833333333
2022-12-27 20:00:00,6.839394166666667
2022-12-27 21:00:00,7.22105
2022-12-27 22:00:00,7.235809166666667
2022-12-27 23:00:00,6.1157625
2022-12-28 00:00:00,6.951633613445378
2022-12-28 01:00:00,6.236768333333333
2022-12-28 02:00:00,4.71879
2022-12-28 03:00:00,3.8082875
2022-12-28 04:00:00,3.3774525
2022-12-28 05:00:00,3.380264166666667
2022-12-28 06:00:00,3.7402450000000003
2022-12-28 07:00:00,4.487723333333333
2022-12-28 08:00:00,4.872371666666667
2022-12-28 09:00:00,6.335428333333334
